"game_id","names","min_players","max_players","avg_time","min_time","max_time","year","geek_rating","num_votes","age","mechanic","owned","category1","category2","category3","category4","category5","category6","category7","category8","category9","category10","category11","category12","designer"
101013,"Ninja: Legend of the Scorpion Clan",2,4,45,45,45,2011,5.83552,563,12,"Area Movement, Secret Unit Deployment",1113,"Deduction"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fréderic Moyersoen"
175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Co-operative Play, Hand Management, Role Playing, Secret Unit Deployment, Simultaneous Action Selection, Storytelling",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
2583,"18GA",3,5,240,240,240,1998,5.74445,181,14,"Route/Network Building, Stock Holding, Tile Placement",257,"Economic"," Print & Play"," Trains"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,"Mark Derrick"
28739,"Garibaldi: The Escape",2,6,60,60,60,2007,5.77663,385,10,"Hand Management, Partnerships",535,"Bluffing"," Deduction"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabriele Mari"
1695,"The Legend of Robin Hood",2,2,120,120,120,1979,5.66767,382,12,"Area Movement, Dice Rolling",961,"Economic"," Medieval"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Bisio"
227273,"Cosmogenesis",2,4,60,60,60,2017,5.85677,230,12,"Simulation",310,"Space Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yves Tourigny"
29581,"Tomb",1,6,90,90,90,2008,5.93525,1319,12,"Dice Rolling, Modular Board, Secret Unit Deployment",1619,"Adventure"," Exploration"," Fantasy"," Fighting"," Medieval",NA,NA,NA,NA,NA,NA,NA,"John Zinser"
98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
19348,"Byzantium",2,4,180,120,180,2005,6.17744,1149,13,"Area Control / Area Influence, Dice Rolling, Point to Point Movement, Worker Placement",1893,"Medieval"," Political"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
67309,"Hey Waiter!",2,4,30,30,30,2010,5.65092,272,13,"Hand Management, Partnerships",387,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Rubbo"
121297,"Fleet",2,4,45,30,45,2012,6.63829,3836,10,"Auction/Bidding, Hand Management",5568,"Card Game"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben Pinchback, Matt Riddle"
105187,"MIL (1049)",2,5,120,60,120,2011,5.92065,632,12,"Area Control / Area Influence, Auction/Bidding, Worker Placement",1050,"Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firmino Martínez"
182351,"Thief's Market",3,5,50,30,50,2016,6.05427,1122,10,"Dice Rolling",3179,"Dice"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dave Chalker"
1525,"Dixie: Bull Run",2,2,60,60,60,1994,5.67909,351,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Secret Unit Deployment",655,"American Civil War"," Card Game"," Collectible Components"," Dice"," Wargame",NA,NA,NA,NA,NA,NA,NA,"Tom Dalgliesh"
188164,"B-17 Flying Fortress Leader",1,1,120,30,120,2017,5.78051,165,12,"Card Drafting, Chit-Pull System, Simulation",635,"Aviation / Flight"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Brown"
203828,"13 Minutes: The Cuban Missile Crisis",2,2,13,13,13,2017,5.87723,505,10,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",1387,"Card Game"," Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asger Harding Granerud, Daniel Skjold Pedersen"
160409,"Too Many Cinderellas",2,4,10,10,10,2014,5.77207,463,10,"Voting",713,"Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nobutake Dogen, Nao Shimamura"
18289,"Key Largo",3,5,45,45,45,2005,5.95213,777,10,"Action / Movement Programming, Commodity Speculation, Set Collection, Simultaneous Action Selection",1239,"Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Faidutti, Paul Randles, Mike Selinker"
142401,"Dwarven Miner",2,4,30,30,30,2013,5.64709,207,12,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",405,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mike Richie"
206940,"Carcassonne: Amazonas",2,5,35,35,35,2016,6.21371,754,8,"Tile Placement",1687,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
102,"Klunker",3,5,30,30,30,1999,5.8095,833,10,"Set Collection",1394,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uwe Rosenberg"
156442,"Asking for Trobils",2,7,90,60,90,2015,5.99675,512,12,"Pick-up and Deliver, Worker Placement",889,"Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin McDonald, Christian Strain"
175155,"Forbidden Stars",2,4,180,120,180,2015,7.50592,5240,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9309,"Bluffing"," Fighting"," Miniatures"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,"Samuel Bailey, James Kniffen, Corey Konieczka"
171726,"Project: ELITE",1,4,30,30,30,2016,6.39826,762,12,"Co-operative Play, Dice Rolling, Grid Movement, Variable Player Powers",1301,"Fighting"," Miniatures"," Real-time"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Konstantinos Kokkinis, Sotirios Tsantilas"
191231,"Via Nebula",2,4,60,45,60,2016,6.65636,2533,12,"Pick-up and Deliver, Route/Network Building",3523,"Territory Building"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
188547,"Maximum Apocalypse",1,6,90,45,90,2018,6.03206,438,13,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Hand Management, Modular Board, Pick-up and Deliver",1180,"Card Game"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mike Gnade"
189052,"Sea of Clouds",2,4,45,45,45,2016,6.21052,1290,10,"Card Drafting, Press Your Luck, Set Collection",2371,"Card Game"," Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Théo Rivière"
191038,"West of Africa",2,5,90,60,90,2016,5.6439,228,10,"Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection",405,"Civilization"," Economic"," Farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Schlegel"
192735,"Broom Service: The Card Game",3,6,30,15,30,2016,5.69238,434,8,"Press Your Luck, Set Collection",1221,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreas Pelikan, Alexander Pfister"
42452,"Rattus",2,4,45,45,45,2010,6.57286,5083,10,"Area Control / Area Influence, Area Movement, Variable Player Powers",5188,"Animals"," Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrik Berg, Åse Berg"
153113,"Slaughterball",2,4,60,60,60,2016,5.64101,97,14,"Dice Rolling, Grid Movement, Variable Player Powers",194,"Miniatures"," Science Fiction"," Sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erik Kjerland"
130680,"iKNOW",2,6,60,60,60,2012,5.76542,548,15,"Betting/Wagering",803,"Card Game"," Party Game"," Trivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"none"
128621,"Viticulture",2,6,90,90,90,2013,7.3864,7405,13,"Hand Management, Worker Placement",7159,"Economic"," Farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamey Stegmaier, Alan Stone"
822,"Carcassonne",2,5,45,30,45,2000,7.33059,77062,8,"Area Control / Area Influence, Tile Placement",108796,"City Building"," Medieval"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
19764,"PÜNCT",2,2,30,30,30,2005,6.24875,1448,10,"Route/Network Building",2607,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kris Burm"
12171,"Le Passe-Trappe",2,2,10,10,10,2003,5.85232,463,4,"none",374,"Action / Dexterity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jean-Marie Albert"
103092,"Helvetia",2,4,90,90,90,2011,6.44248,1778,12,"Action Point Allowance System, Area Control / Area Influence, Worker Placement",1911,"City Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthias Cramer"
5965,"October War",2,2,120,120,120,1977,5.6408,151,12,"Dice Rolling, Hex-and-Counter",554,"Modern Warfare"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irad B. Hardy"
40628,"Finca",2,4,45,45,45,2009,6.7966,5932,10,"Commodity Speculation, Set Collection",5602,"Economic"," Farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolfgang Sentker, Ralf zur Linde"
165959,"Jolly Roger: The Game of Piracy & Mutiny",4,10,30,30,30,2015,5.64391,242,12,"Hand Management, Voting",582,"Card Game"," Humor"," Negotiation"," Pirates",NA,NA,NA,NA,NA,NA,NA,NA,"Fréderic Moyersoen"
201248,"Evolution: The Beginning",2,5,40,30,40,2016,6.07116,859,8,"Action Point Allowance System, Hand Management, Simulation",2201,"Animals"," Card Game"," Educational"," Environmental"," Prehistoric",NA,NA,NA,NA,NA,NA,NA,"Dominic Crapuchettes"
167763,"DC Comics Deck-Building Game: Teen Titans",2,5,75,45,75,2015,6.00897,531,15,"Deck / Pool Building",1378,"Card Game"," Comic Book / Strip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Brady"
2476,"Industrial Waste",2,4,60,60,60,2001,6.20327,1450,12,"Auction/Bidding, Card Drafting, Hand Management",1302,"Economic"," Environmental"," Industry / Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jürgen Strohm"
137651,"What's He Building in There?",2,6,60,60,60,2013,5.80733,384,12,"Card Drafting, Hand Management, Worker Placement",634,"Economic"," Industry / Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sean Scott Garrity"
508,"Blue Max",2,6,60,60,60,1983,6.12386,752,13,"Hex-and-Counter, Simultaneous Action Selection",1162,"Aviation / Flight"," Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phil Hall, John Harshman"
165401,"Wir sind das Volk!",2,2,150,60,150,2014,6.80189,1352,12,"Campaign / Battle Card Driven, Card Drafting, Simulation",2645,"Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Sivél, Peer Sylvester"
180564,"Carcassonne: Star Wars",2,5,35,35,35,2015,6.20694,1347,7,"Dice Rolling, Tile Placement",2864,"Movies / TV / Radio theme"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
6508,"Tom Tube",2,2,30,30,30,2003,5.71945,414,10,"Point to Point Movement, Route/Network Building, Tile Placement",650,"Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tobias Goslar, Roland Goslar"
86415,"Cornerstone Essential",2,4,45,45,45,2010,5.67698,199,8,"Dice Rolling, Partnerships, Route/Network Building",251,"Abstract Strategy"," Action / Dexterity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Mette"
171879,"Kraftwagen",2,4,75,75,75,2015,6.55557,1480,10,"Time Track",2191,"Economic"," Industry / Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthias Cramer"
2938,"Zatre",2,6,45,45,45,1990,5.66886,267,8,"Tile Placement",472,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manfred Schuling"
33150,"Cranium WOW",4,16,60,60,60,2007,5.75165,817,12,"Acting, Line Drawing, Paper-and-Pencil, Partnerships, Roll / Spin and Move, Singing",1907,"Movies / TV / Radio theme"," Party Game"," Trivia"," Word Game",NA,NA,NA,NA,NA,NA,NA,NA,"Whit Alexander, Richard Tait"
139952,"Clockwork Wars",2,4,90,90,90,2015,6.09824,436,13,"Area Control / Area Influence, Modular Board, Secret Unit Deployment, Variable Player Powers, Worker Placement",918,"Civilization"," Fantasy"," Territory Building"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Hassan Lopez"
102181,"In a Grove",3,4,20,20,20,2011,5.77648,529,9,"Memory",963,"Bluffing"," Deduction"," Murder/Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Sasaki"
15817,"Manila",3,5,60,60,60,2005,6.71076,4842,10,"Auction/Bidding, Betting/Wagering, Commodity Speculation, Dice Rolling, Worker Placement",5021,"Nautical"," Pirates"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Franz-Benno Delonge"
114667,"The New Science",2,5,90,90,90,2013,5.82063,595,12,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling, Variable Player Powers, Worker Placement",1030,"Educational"," Industry / Manufacturing"," Renaissance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dirk Knemeyer"
142852,"DC Comics Deck-Building Game: Heroes Unite",2,5,45,45,45,2014,6.47552,1350,15,"Deck / Pool Building",3122,"Card Game"," Comic Book / Strip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erik V Larsen"
205477,"Vengeance",1,4,120,30,120,2018,5.74923,243,14,"Area Movement, Card Drafting, Dice Rolling, Modular Board, Set Collection, Storytelling, Variable Player Powers",718,"Dice"," Fighting"," Mafia"," Miniatures"," Puzzle",NA,NA,NA,NA,NA,NA,NA,"Gordon Calleja"
1442,"Victory in the Pacific",2,2,300,300,300,1977,6.30982,1091,12,"Area Control / Area Influence, Area Movement, Dice Rolling",2160,"Nautical"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Hamblen"
248,"Blood Royale",3,5,240,240,240,1987,5.83709,606,12,"Pick-up and Deliver, Set Collection",1065,"Medieval"," Negotiation"," Political"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,"Derek Carver, Paul Cockburn"
9617,"Russian Rails",2,6,240,180,240,2004,5.86464,402,10,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",652,"Economic"," Trains"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jodi Soares"
2638,"Clash of Giants",2,2,180,180,180,2001,5.75439,258,12,"Hex-and-Counter",566,"Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ted Raicer"
234671,"Pandemic: Rising Tide",2,5,45,45,45,2017,6.362,653,8,"Co-operative Play",1701,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeroen Doumen, Matt Leacock"
27817,"Marne 1918: Friedensturm",2,2,1200,0,1200,2006,5.71135,118,14,"Dice Rolling, Hex-and-Counter",361,"Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas Pouchin, Nicolas Rident"
210663,"Tribes: Early Civilization",1,4,50,30,50,2017,5.73615,255,8,"Grid Movement, Tile Placement",420,"Ancient"," Civilization"," Exploration"," Prehistoric"," Territory Building",NA,NA,NA,NA,NA,NA,NA,"Rustan Håkansson"
186995,"Doctor Who: Time of the Daleks",2,4,120,120,120,2017,5.82619,301,14,"Co-operative Play, Dice Rolling, Modular Board",882,"Movies / TV / Radio theme"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrew Haught"
3139,"Goldland",2,5,60,60,60,2002,6.11734,1207,10,"Hand Management, Modular Board, Pick-up and Deliver",1331,"Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolfgang Kramer"
148231,"Corto",2,4,40,20,40,2013,5.70284,253,10,"Area Control / Area Influence, Hand Management, Modular Board, Partnerships",493,"Adventure"," Card Game"," Comic Book / Strip",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurent Escoffier, Sébastien Pauchon"
1194,"Speed Circuit",2,6,120,120,120,1971,6.13114,1021,12,"Action Point Allowance System, Modular Board, Simultaneous Action Selection",1974,"Racing"," Sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas M. Divoll, John B. Reilly"
247,"Gloria Picktoria",2,5,45,45,45,1996,5.91499,982,10,"Card Drafting, Set Collection",1835,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mick Ado, Alan R. Moon"
69234,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",2,2,120,120,120,2016,5.7331,150,12,"Dice Rolling, Hex-and-Counter, Simulation",803,"Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark Mokszycki"
135888,"Titanium Wars",3,4,90,60,90,2013,5.67334,375,12,"Simultaneous Action Selection",943,"Card Game"," Negotiation"," Science Fiction"," Space Exploration",NA,NA,NA,NA,NA,NA,NA,NA,"Frédéric Guérard"
174298,"Napoleon's Last Gamble",2,0,180,180,0,2016,5.65865,72,12,"Hex-and-Counter, Simulation",294,"Napoleonic"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin Zucker"
141517,"A Study in Emerald",2,5,90,90,90,2013,6.72973,2750,13,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement",3063,"Bluffing"," Fantasy"," Horror"," Murder/Mystery"," Novel-based"," Political"," Spies/Secret Agents"," Zombies",NA,NA,NA,NA,"Martin Wallace"
17863,"The Western Front: 1914 to 1918",2,2,360,360,360,2004,5.65973,90,12,"Dice Rolling, Hex-and-Counter, Simulation",449,"Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Schroeder"
117985,"Star Trek: Catan",3,4,75,75,75,2012,6.53575,2606,10,"Dice Rolling, Hand Management, Modular Board, Route/Network Building, Trading",6582,"Movies / TV / Radio theme"," Negotiation"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus Teuber"
35677,"Le Havre",1,5,150,30,150,2008,7.78218,21356,12,"Worker Placement",23447,"City Building"," Economic"," Industry / Manufacturing"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,"Uwe Rosenberg"
137269,"Spyrium",2,5,75,75,75,2013,6.84463,5073,12,"Worker Placement",6549,"City Building"," Economic"," Industry / Manufacturing"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"William Attia"
215,"Tichu",4,4,60,60,60,1991,7.38235,11365,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",16778,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urs Hostettler"
5042,"Flashpoint: Golan",2,2,360,360,360,1991,5.65075,139,12,"Hex-and-Counter",547,"Modern Warfare"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark Herman"
3852,"Star Trek: Customizable Card Game (first edition)",2,2,45,45,45,1994,5.67743,931,10,"Hand Management, Set Collection",1651,"Card Game"," Collectible Components"," Movies / TV / Radio theme"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Tom Braunlich, Evan Lorentz, Bill Martinson, Jason Robinette, Roland L. Tesh"
5985,"Miscellaneous Game Accessory",0,0,0,0,0,0,5.73111,210,0,"none",1071,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Uncredited)"
1506,"Conquistador",1,5,420,360,420,1976,5.79766,546,12,"Dice Rolling, Hex-and-Counter",1600,"Economic"," Exploration"," Political"," Renaissance"," Wargame",NA,NA,NA,NA,NA,NA,NA,"Richard H. Berg"
209664,"Skyward",2,4,45,30,45,2017,5.70155,192,12,"Card Drafting, Hand Management, Set Collection",620,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brendan Evans"
68250,"Objective: Kiev",2,2,45,45,45,2010,5.64283,142,12,"Hex-and-Counter",630,"Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frank Chadwick"
85204,"Kings of War",2,0,60,60,60,2010,5.85634,224,0,"Dice Rolling, Variable Player Powers",467,"Book"," Fantasy"," Miniatures"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Alessio Cavatore"
31920,"Munchkin Booty",3,6,90,90,90,2008,5.89545,1712,10,"Dice Rolling, Trading, Variable Player Powers",3981,"Card Game"," Fighting"," Humor"," Pirates",NA,NA,NA,NA,NA,NA,NA,NA,"Steve Jackson (I)"
15062,"Shadows over Camelot",3,7,80,60,80,2005,7.02369,22235,10,"Co-operative Play, Hand Management, Partnerships, Player Elimination, Set Collection, Variable Player Powers",27170,"Adventure"," Deduction"," Fantasy"," Medieval"," Mythology",NA,NA,NA,NA,NA,NA,NA,"Bruno Cathala, Serge Laget"
34707,"The Hanging Gardens",2,4,45,45,45,2008,6.3224,2027,8,"Set Collection, Tile Placement",1712,"Ancient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Din Li Tsan"
234277,"Nusfjord",1,5,100,20,100,2017,6.50779,1081,12,"Worker Placement",1689,"Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uwe Rosenberg"
163474,"V-Commandos",1,4,180,30,180,2016,6.20601,546,12,"Co-operative Play, Dice Rolling, Modular Board",1180,"Spies/Secret Agents"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thibaud de la Touanne"
3692,"Firepower",1,6,60,60,60,1984,5.67072,465,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter",1325,"Modern Warfare"," Vietnam War"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S. Craig Taylor"
126750,"Sky Tango",2,4,20,20,20,2012,5.77778,517,8,"Hand Management, Set Collection",1072,"Animals"," Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johann Rüttinger, Jacques Zeimet"
81850,"Trigger!",3,8,20,20,20,2010,5.64056,206,8,"Acting, Hand Management",469,"Action / Dexterity"," Card Game"," Humor"," Party Game",NA,NA,NA,NA,NA,NA,NA,NA,"Julien Sentis"
9354,"Privacy",5,12,45,45,45,2004,5.64785,194,16,"Voting",316,"Mature / Adult"," Party Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reinhard Staupe"
162886,"Spirit Island",1,4,120,90,120,2017,7.69611,4015,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,"Age of Reason"," Environmental"," Fantasy"," Fighting"," Mythology"," Renaissance"," Territory Building",NA,NA,NA,NA,NA,"R. Eric Reuss"
164338,"The Golden Ages",2,4,90,90,90,2014,6.61757,1716,12,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Modular Board, Tile Placement",2317,"Civilization"," Territory Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luigi Ferrini"
124047,"Pirate Dice: Voyage on the Rolling Seas",2,4,60,30,60,2012,5.71806,502,13,"Action / Movement Programming, Dice Rolling, Modular Board, Simultaneous Action Selection",905,"Dice"," Nautical"," Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sean Brown, Clint Herron"
131111,"Codex: Card-Time Strategy – Deluxe Set",2,5,45,45,45,2016,6.4874,725,13,"Deck / Pool Building, Hand Management, Secret Unit Deployment, Variable Player Powers",1071,"Card Game"," Fantasy"," Fighting"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"David Sirlin"
74102,"Der Pate",2,4,60,60,60,2010,5.67655,346,12,"Dice Rolling",482,"Dice"," Economic"," Mafia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Rieneck"
11967,"The Seven Days of 1809",2,4,480,480,480,2004,5.64634,93,14,"Hex-and-Counter",359,"Napoleonic"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin Zucker"
30658,"Rise of Empires",2,5,180,180,180,2009,6.49601,1897,12,"Area Control / Area Influence, Variable Phase Order, Worker Placement",2773,"Ancient"," Civilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
8711,"Landships! Tactical Weapons Innovations 1914-1918",2,2,120,120,120,1994,5.66447,183,12,"Hex-and-Counter",571,"Wargame"," World War I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perry Moore"
63539,"Lupus in Tabula",8,24,40,20,40,2001,5.84592,688,8,"Partnerships, Role Playing, Variable Player Powers, Voting",1374,"Bluffing"," Deduction"," Horror"," Murder/Mystery"," Negotiation"," Party Game",NA,NA,NA,NA,NA,NA,"Domenico Di Giorgio"
28023,"Jamaica",2,6,60,30,60,2007,6.9315,12487,8,"Dice Rolling, Hand Management, Simultaneous Action Selection",16681,"Nautical"," Pirates"," Racing"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,"Malcolm Braff, Bruno Cathala, Sébastien Pauchon"
31722,"Steam over Holland",2,5,180,180,180,2007,6.04834,465,0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",500,"Economic"," Trains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bart Van Dijk"
110286,"Zong Shi",3,5,90,60,90,2012,5.73376,311,13,"Set Collection, Worker Placement",592,"Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin G. Nunn"
35964,"duck! duck! Go!",2,6,20,20,20,2008,5.70864,765,8,"Action / Movement Programming, Modular Board, Simultaneous Action Selection",1178,"Humor"," Racing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin G. Nunn"
192945,"Coal Baron: The Great Card Game",2,4,80,50,80,2016,6.20035,747,10,"Card Drafting, Hand Management, Set Collection, Worker Placement",1730,"Card Game"," Industry / Manufacturing"," Trains",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Kiesling, Wolfgang Kramer"
179460,"Stronghold (2nd edition)",2,2,90,90,90,2016,6.4777,941,10,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Variable Player Powers",2454,"Fantasy"," Fighting"," Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ignacy Trzewiczek"
85256,"Timeline: Inventions",2,8,15,15,15,2010,6.51092,6000,8,"none",9867,"Card Game"," Educational"," Trivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frédéric Henry"
7263,"Solitaire Frenzy",2,6,60,60,60,1930,5.66859,283,7,"Set Collection",297,"Action / Dexterity"," Card Game"," Party Game"," Real-time",NA,NA,NA,NA,NA,NA,NA,NA,"(Uncredited)"
105,"Colossal Arena",2,5,60,60,60,1997,6.5878,6544,8,"Betting/Wagering, Hand Management",8048,"Card Game"," Fantasy"," Mythology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
193560,"Escape the Room: Mystery at the Stargazer's Manor",3,8,90,90,90,2016,6.05831,1039,10,"Co-operative Play, Memory, Paper-and-Pencil, Pattern Recognition, Storytelling",2108,"Murder/Mystery"," Party Game"," Puzzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rebecca Bleau, Nicholas Cravotta"
244522,"Ganz schön clever",1,4,30,30,30,2018,6.20837,583,8,"Dice Rolling",943,"Dice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wolfgang Warsch"
